month,length
0,49.19285714285714
0,51.22142857142857
0,51.22142857142857
0,52.74285714285714
0,48.17857142857143
0,49.7
0,46.15
0,49.19285714285714
0,50.71428571428572
0,48.17857142857143
0,50.207142857142856
0,49.7
0,50.207142857142856
0,49.19285714285714
0,49.19285714285714
0,49.7
0,50.71428571428572
0,48.68571428571428
0,50.207142857142856
0,50.207142857142856
0,52.23571428571429
0,49.7
0,49.19285714285714
0,53.75714285714286
0,46.15
0,52.23571428571429
0,51.72857142857143
0,48.17857142857143
0,52.23571428571429
0,50.71428571428572
0,49.19285714285714
0,47.67142857142857
0,51.22142857142857
0,48.68571428571428
0,47.67142857142857
0,49.19285714285714
0,49.19285714285714
0,50.207142857142856
0,49.7
0,52.23571428571429
0,51.22142857142857
0,49.7
0,48.17857142857143
0,52.23571428571429
0,51.72857142857143
0,55.27857142857143
0,50.71428571428572
0,53.25
1,52.092394969894784
1,52.97739249502951
1,52.15931415312328
1,54.795513169499095
1,55.88960401599359
1,56.15775147815162
1,56.71321613045315
1,56.145318224579135
1,54.27152775075319
1,53.18845079430573
1,51.58980471450435
1,56.52740991184746
1,54.27041964790957
1,53.90327795107814
1,56.31186536921504
1,52.85389383453224
1,56.24989650325982
1,55.32308509980598
1,52.96168533453518
1,54.83012441634248
1,56.90657332576291
1,56.16742079862204
1,57.87042138998845
1,55.036409283510864
1,61.33037799496631
1,52.78255116149647
1,53.94307754084394
1,54.84143381556021
1,51.752482335327656
1,56.48636007302439
1,56.193886439857366
1,54.600452147780935
1,53.89607372566736
2,56.10672150250191
2,61.39098782207392
2,60.039482350786784
2,59.12081467267128
2,59.47145582116905
2,56.87930168947908
2,57.01821413908964
2,55.02983339556021
2,57.57946143379552
2,59.89906646987871
2,57.77073394465379
2,56.61548297794648
2,57.9203999604833
2,59.38318438694733
2,57.60909694422977
2,59.98242782567008
2,55.18881162073
2,56.407440722702354
2,56.98018785453335
2,55.38181462498027
2,63.91345018987708
2,56.37960400253431
2,60.50416746698563
2,57.0793952031341
2,56.83737237737029
2,58.75217327579046
2,54.69675086786046
2,56.69312757357277
2,57.8470279962541
2,56.25090012667925
2,56.32540369991322
2,60.58621291371177
2,60.17116684033052
2,57.50106074494345
2,57.56672451766127
2,61.617201949982274
2,54.80919905347503
2,58.09051331329
2,62.39726541162516
2,62.18636605530459
2,54.16965967520614
2,56.80855646838396
2,58.23036160224684
2,55.834192372027786
2,56.02804395730261
2,58.07028642276519
2,61.3531615059848
2,57.2971167443552
2,58.45056435474429
2,59.57663219935604
2,59.81369694271898
2,57.6333225131064
3,57.999103888111975
3,61.652333970487774
3,59.73926379959061
3,58.02508700854764
3,61.01139509655909
3,57.69773129243111
3,62.0809156603047
3,58.51502090933321
3,64.87845390152084
3,60.03291481517708
3,60.43922105882409
3,63.02481337621167
3,58.10774201585772
3,62.02226348888784
3,64.28125571225912
3,57.6999821838585
3,61.561104710740224
3,61.67017526476854
3,62.08238142265524
3,57.989417120618114
3,58.85455144787194
3,61.6580996983311
3,61.65210237624597
3,61.22819704450791
3,61.025468162789466
4,63.99669020094929
4,64.63579723426989
4,58.97164055764906
4,65.5070522132146
4,59.91366010239837
4,60.23757374939823
4,56.07843577167832
4,61.51292724251683
4,63.246535484363385
4,61.81432220983633
4,63.63141709148692
4,58.866883406872745
4,66.12182266443484
4,65.59573187493194
4,63.5511274338988
4,59.486194593938414
4,68.54402088764904
4,62.89151923141012
4,64.431867112665
4,59.33025070540155
4,63.52107610732874
4,64.48902817838122
4,62.62654075500812
4,65.7175607836494
4,66.5431704800675
4,60.591497093391865
4,65.5551281402809
4,63.35454929422335
4,63.15134181812894
4,59.53728846917141
4,66.86894775591387
4,63.6685202203099
4,59.55339354075937
5,64.82783366410773
5,63.97271028427051
5,65.99061389329994
5,63.30084050398108
5,66.87859821771168
5,67.79997123064622
5,66.18183635846802
5,61.90360908850657
5,64.46256492850986
5,66.14245525489115
5,66.17263233609948
5,66.48402497793691
5,68.21479709398186
5,65.41317876290879
5,62.5833907136219
6,64.81527262818075
6,66.03515024164868
6,64.07824672020027
6,62.5261848750491
6,68.48380328663322
6,70.80552414140335
6,67.29358010215957
6,63.49019630205864
6,69.43983975185753
6,63.75142001722264
6,64.05809612398295
6,68.75385240779639
6,66.40771464421069
6,68.44052334086804
6,67.38145728836527
6,65.36545259330138
6,72.33551638045996
6,67.24429374018209
6,63.79685456936324
6,67.23178591572078
6,68.59438109641981
6,67.09455981624322
6,64.76795061711034
6,69.05427753976986
6,65.52200710417021
6,69.17038750885862
6,65.51302773393365
6,68.68288790061499
6,64.84442007611221
6,67.96031700800403
6,72.55103367696397
7,66.36922014833259
7,62.39983272511416
7,69.40542785483048
7,66.97467709045156
7,69.99871822740815
7,67.08696935997257
7,68.99965710879587
7,69.07991102987975
7,72.8274705380804
7,67.72920597289277
7,66.12145262612187
7,67.16538159973668
7,65.92454279437354
7,72.38607111948541
7,70.71112297925232
7,64.58823596931138
7,70.28875090240666
7,73.64416940325329
7,70.13670288303341
7,63.06152980022211
7,69.14135716152364
7,73.04031020030845
7,64.8539558818087
7,70.37329470780374
7,70.81819099011838
7,66.67725758586694
7,66.79093665060978
7,60.2968803830554
7,66.49879233557482
7,68.83772376883432
7,66.55830973139702
7,72.29832300157635
7,64.74865071310516
7,66.8256957812859
7,67.56757219665873
7,71.16955657061489
7,64.3393120196809
7,70.61941385271116
7,67.96453084895633
7,65.16319850727679
7,69.74142670298065
7,66.76650435640147
7,63.10490546794979
7,70.54258574835079
7,64.02050404642218
7,69.45272221668418
7,70.72502729248082
7,73.87050005705075
7,66.85333352362714
8,68.37095702895994
8,70.84920607759057
8,73.08387510388832
8,72.89102115473938
8,66.36902150742533
8,69.6006713834017
8,67.57842047911149
8,69.78010317239824
8,69.48876666962946
8,68.61232397158096
8,66.39537897197188
8,71.83702914287382
8,65.77188748552248
8,73.6454709954675
8,67.69071212820872
8,68.78350795413726
8,70.96496883148144
8,65.34936321932192
8,68.00669131122991
8,74.52188151194115
8,68.83281515167593
8,70.27480405564367
8,64.69007560986331
8,75.55911168553723
8,73.93284897419952
8,75.8967738988323
8,68.98623863107218
8,70.25880077964712
8,72.36779250993914
8,66.22611924271897
8,73.83804706430914
8,71.28109734489492
8,73.49972778598571
8,68.13432226039099
8,70.1472240668161
8,71.74938185256555
8,72.92562398121926
8,63.14543680440162
8,66.00758688939999
8,72.17141599256972
8,69.5793560019075
8,71.53624675778839
9,70.13332472691927
9,70.6293216365791
9,78.9449064980531
9,74.4805494919749
9,66.64389142243104
9,68.25293293856787
9,74.73756813658908
9,68.52391565161363
9,71.60618185017339
9,72.51940681705277
9,68.15471570993327
9,71.53262912025947
9,64.48991988008406
9,74.17828441715777
9,72.19407044753103
9,73.72982423249243
9,73.67050833573529
9,76.57684741877026
9,69.9387167507596
9,71.51354555935598
9,72.33359481061919
9,75.20074578016987
9,73.44649231512093
9,70.20978518250125
9,68.48155212430875
9,71.06902847934293
9,67.0162423448105
9,75.02054984011032
9,71.58480365011397
9,71.26196501733038
9,70.76098320417715
9,70.14993578610712
9,73.50908317207103
9,74.67472806945068
9,73.19366390835287
9,73.03276262284623
9,67.49988881369208
9,67.55074489361272
9,70.2895070712189
9,72.08681617220623
9,70.9934437597241
9,71.52823155011326
9,73.8034595675358
9,73.69665398227593
9,75.14426757019292
10,72.82068714892347
10,69.69588179398447
10,76.48651441005372
10,74.89334797857413
10,69.72448158915108
10,69.94782005237076
10,70.72349433147754
10,71.09369583378371
10,73.98864401227475
10,67.74641560223408
10,76.50368446184129
10,66.51572370019394
10,70.57086209563059
10,70.49510217593539
10,69.96088695724293
10,70.25737495834886
10,71.95744361664474
10,68.36055097085732
10,70.00373783964753
10,68.09403780399265
10,74.54925307984877
10,73.22639839574177
10,72.23501847488271
11,70.50125813165809
11,80.70174275612216
11,79.62703988749661
11,75.2660579266574
11,69.46933084551334
11,74.80816440354985
11,72.33701677477231
11,73.4881545558713
11,72.21945036089292
11,70.08759588079864
11,73.23850624122485
11,71.47569692794836
11,73.21685645579944
11,80.85977254162387
12,73.90704980097617
12,76.22960940004073
12,71.39293000282215
12,75.22642333094696
12,79.54072700265205
12,74.28163881962148
12,71.39942375806504
12,73.80422071568407
12,79.6290092740799
12,73.49236344676257
12,74.04643789910442
12,69.99590519375316
12,74.37665282623291
12,76.47703290978836
12,69.596473746511
12,72.72899445488747
12,81.80019627597434
12,76.64897453091797
12,79.62432898895023
12,75.87367893592977
12,83.98815847033316
12,76.37472222309424
12,73.10179693479341
13,75.64693001832337
13,76.17071738593326
13,72.95916848870446
13,74.72403622645206
13,82.14955041647512
13,74.61460574839055
13,78.95912184909504
13,73.43049246458355
13,80.9140906833241
13,74.49405500340846
13,72.06484151906187
13,77.73545095771763
13,80.95286580277681
13,80.11434387259237
13,71.42671434432356
13,75.29592168081773
13,79.18710996298041
13,73.55081069351364
13,75.93993195068063
13,78.33603537177214
13,73.5789841883811
13,80.74005782623681
13,74.49182923050114
13,73.03249079363033
13,72.8390608044689
13,73.69963397804382
13,75.12817840420969
13,76.69182965125377
13,78.85886655050477
13,77.86726509201957
13,68.62302375230006
13,76.81126324780156
13,73.42589166059665
13,78.49990981874414
13,78.12063163497932
13,81.73929505549094
13,73.70797969690133
13,77.03741329914111
13,76.22880185714101
13,79.16645657991603
13,71.93068907653418
13,81.12589707049817
13,74.21971861067692
14,85.6306740188197
14,77.29307673474298
14,80.32836778370334
14,72.55689841622481
14,77.74475057396376
14,75.65985940250923
14,76.51336974739456
14,74.92724937162374
14,76.68175744299634
14,74.93598707458253
14,70.9719290124252
14,75.61464558885079
14,75.00571016804781
14,79.4517257318083
14,74.31614884210047
14,78.48504862917022
14,77.28499834802248
14,76.88772986502582
14,85.3693540338465
14,72.24459906860312
14,79.21679266350128
14,82.12329663723546
14,78.63301758885449
14,79.84392575344668
14,69.81957665503782
14,70.69338810938055
14,75.76142302508217
14,82.92290661712785
14,71.79107320376575
14,74.22442821254523
14,79.89210915277829
14,79.7802998476079
15,75.80194829914258
15,74.27565588754284
15,82.47967959527993
15,76.96062381661069
15,76.69916046913558
15,78.4654388427863
15,80.70982506841642
15,84.10967731362884
15,78.31783623239988
15,81.72606609773298
15,80.60244024230842
15,82.75421780495607
15,80.09139897863425
15,84.18847633961276
15,74.73342842615891
15,82.0931113527339
15,81.25449970102977
15,88.68615157978509
15,80.19595304570082
15,77.25412204998592
15,79.40495791376506
15,75.60495035073863
15,78.90792768446315
15,79.90133548784671
15,78.47257486933523
15,84.5364915178571
15,85.66323112913022
15,76.16469420746554
15,75.32933947814048
15,83.47055248894569
15,76.46495879233541
16,82.25453033630592
16,82.49529136654799
16,83.42689731770577
16,81.94794144179946
16,83.08975479287308
16,77.36729998894705
16,83.93982565025584
16,76.46389030262817
16,72.81019945019264
16,85.05046225031151
16,82.51902621607661
16,84.86807611324538
16,79.09106332861018
16,82.080782786221
16,79.2964826799564
16,77.01582768714248
16,83.4370182219638
16,81.07492113779344
16,75.71095624039648
16,75.7613618210275
16,81.1011984507888
16,83.9886614317957
16,79.24700903756198
16,87.65477612901836
16,72.44723534972908
16,80.18172870337195
16,76.42554699016563
16,74.4376859317346
16,87.13609168986098
16,75.3081753718229
16,78.6807267699044
16,79.26918751357664
16,72.20793581948718
16,76.3749784422245
16,84.43733746575954
16,82.37914762719718
16,80.52674595656241
16,79.57654362869752
16,85.04850288175817
16,81.05367711099035
16,79.95997363948817
16,77.98751146875873
16,84.64735121349293
16,85.40118484655927
16,75.51407858474332
16,78.34582271042198
17,80.3434792880904
17,85.32118665711958
17,80.23943995991453
17,79.80247962244617
17,80.26962285916734
17,81.7207819876377
17,80.08238995231905
17,84.57677405318817
17,82.75285047545765
17,79.59330164836831
17,75.2893869944264
18,79.593997739813
18,78.70920018266284
18,88.82710425063584
18,80.24452105766754
18,87.69503381264519
18,83.53325137166526
18,87.55972003226984
18,82.60146590629834
18,77.86491191998202
18,78.94747277513174
18,83.73183321560121
19,82.72606532951755
19,83.64023773005684
19,80.42725262735547
19,83.87949460025565
19,81.72864377966043
19,92.79199982769184
19,85.40982378516873
19,86.78574794902232
19,82.41175669154987
19,86.7310080937903
19,78.4255731537424
19,80.94907600425974
19,88.4257240786078
19,87.5416436293115
19,83.38129824083093
19,80.54802805384209
19,86.51619643279317
19,95.2705536651648
19,81.92368085776664
19,82.12007470607601
19,86.53103338329879
19,89.41763222760794
19,88.04946287032409
19,90.03164402956163
19,76.74292759352876
19,78.76113577641341
19,82.28703123045744
19,93.13725217081124
19,81.37109653897127
19,74.12468054565258
19,84.28523462880638
19,74.06192885549164
19,84.19388035517188
19,83.60425207752756
19,80.34227780412621
20,83.28863066423618
20,84.21467030061757
20,82.57368957413851
20,82.42883225271119
20,80.43292709957109
20,85.54006408803671
20,91.78446255352227
20,81.06637701701086
20,87.37607391495112
20,90.29478171863846
20,84.80844234391589
20,74.48604656928747
20,82.65981069957033
20,84.03352623342184
20,82.68910160880637
21,83.79363125162246
21,96.60035522252372
21,80.357376486272
21,91.1415394280579
21,88.32230694415503
21,76.2129522654077
21,84.9809829990423
21,86.67637139659021
21,92.38402584884338
21,80.85836550766432
21,97.513025864294
21,92.60045696980066
21,85.75270327284525
21,79.30573580246144
21,80.12590109498717
21,82.55150573525327
21,84.62306984483475
21,84.54984556440834
21,83.27323371612763
21,91.68358923979196
21,86.34379305845403
21,82.46715475564505
21,85.30276991475237
21,79.90426461102633
21,86.21370451844906
21,79.81491388940616
21,85.38386609473804
21,75.61071270825508
21,85.52457802092412
21,93.69717998804173
21,88.66940785031296
21,87.89200508578426
21,92.25163558980285
21,86.9522708568616
21,88.8508035716195
21,87.57289227131012
21,76.2157094197253
21,81.44167744497919
21,88.51832634569404
21,92.52791553854505
21,87.31242477595178
22,78.71263452404256
22,91.63385406818064
22,82.6520007157661
22,84.3744097891179
22,91.30852649801854
22,79.96338711911552
22,81.61261347001864
22,84.295813376886
22,88.81517149090479
22,80.2988251324989
22,77.40305078629781
22,87.2379682878505
22,84.06027194476523
22,91.38395097559464
22,89.59787793873907
22,91.62079732658984
22,92.8193645365567
22,92.24137361208136
22,76.43942909334869
22,77.71863214003142
22,88.55951886952289
22,88.96395213325941
22,77.95509382945143
22,82.74625964571091
22,91.23181563583832
22,92.76141866319487
22,85.5457387217177
22,89.36846664129908
22,89.10512726445961
22,90.92382869101242
23,90.97831843964916
23,85.31646661397632
23,83.21785139605389
23,82.74694286711575
23,84.24183082196753
23,88.53873707249656
23,84.24292413394309
23,77.6760925255015
23,91.96788059573556
23,91.148714792925
23,84.65728687100297
23,97.4395833751316
23,86.35736660241565
23,90.30806076571189
23,86.76620237425064
23,78.94318283148236
24,89.86260498322335
24,86.70593948051919
24,92.23869279537725
24,86.73034187217746
24,81.02343959232779
24,90.3710538876828
24,80.49576392474158
24,85.5149288874069
24,91.65871132419028
24,88.52794650394543
24,94.06219175645536
24,87.1312677790675
24,82.14414650595516
24,83.4851253700704
24,84.19443790023098
24,90.25150090540264
24,85.40245169342406
24,84.72211039555361
24,74.2308213391529
24,92.32109172843418
24,85.30380521251013
24,86.94866672210753
24,88.17681990576997
24,79.07148226013047
24,87.27725658632868
24,93.07974128153374
24,87.50474803627387
24,78.82336361331865
24,88.31974430015948
24,89.21055719344793
24,85.10846706355119
24,87.9905652314358
24,84.5124126032563
24,87.9681094974526
24,83.87045319524113
24,89.92279315082199
24,89.15198916178072
24,87.85582657692316
24,83.97658280199836
24,94.82978853696982
24,89.38589517814043
24,94.6727303991926
24,75.44190310171395
24,95.49007170326122
24,96.4306433999979
24,84.42186434407755
24,86.15102724219427
24,83.6451768058014
24,81.13556856444946
24,90.92918567478176
24,97.35113964509276
24,94.19337900346213
