name,position,goals,shots
Paulo Gazzaniga,GK,0,0
Paulo Otávio,DF,0,14
Pavel Kaderábek,DF,7,88
Pawel Dawidowicz,DF,1,19
Pawel Jaroszynski,DF,0,6
Pedri,MF,3,25
Pedro,DF,17,156
Pedro Alcalá,DF,1,15
Pedro Bigas,DF,3,18
Pedro Chirivella,MF,0,9
Pedro López,GK,0,3
Pedro Mendes,DF,5,36
Pedro Mosquera,MF,0,19
Pedro Obiang,MF,1,22
Pedro Pereira,DF,0,3
Pedro Porro,DF,0,23
Pere Milla,FW,4,30
Pere Pons,MF,4,46
Perparim Hetemaj,MF,5,57
Petar Skuletic,FW,3,43
Peter Crouch,FW,5,23
Peter Pekarík,DF,3,16
Petr Cech,GK,0,0
Phil Bardsley,DF,0,23
Phil Foden,FW,14,79
Phil Jagielka,DF,0,7
Phil Jones,DF,0,7
Philip Billing,MF,3,82
Philipp Bargfrede,MF,1,27
Philipp Förster,FW,3,20
Philipp Klement,MF,1,7
Philipp Lienhart,DF,4,16
Philipp Max,DF,14,78
Philipp Mwene,GK,1,7
Philipp Tschauner,GK,0,1
Philippe Coutinho,MF,21,164
Pierluigi Gollini,GK,0,0
Pierre Kunde,MF,4,69
Pierre Lees-Melou,MF,16,186
Pierre-Emerick Aubameyang,FW,67,303
Pierre-Emile Højbjerg,MF,6,129
Pierre-Yves Hamel,FW,4,23
Pierre-Yves Polomat,DF,0,5
Pierrick Capelle,MF,9,133
Pietro Iemmello,FW,2,20
Pietro Pellegri,FW,1,9
Pione Sisto,FW,9,100
Piotr Zielinski,MF,20,256
Pirmin Schwegler,MF,0,24
Pol Lirola,DF,4,51
Portu,FW,15,72
Predrag Rajkovic,GK,0,0
Prejuce Nakoulma,FW,3,27
Presnel Kimpembe,DF,0,26
Prince Oniangué,MF,2,23
Péter Gulácsi,GK,0,0
Quentin Boisgard,MF,3,41
Quincy Promes,DF,2,31
Quini,DF,1,8
Raba,MF,2,18
Rabbi Matondo,FW,2,23
Rachid Alioui,FW,11,110
Rachid Ghezzal,FW,4,59
Rade Krunic,MF,6,68
Radja Nainggolan,MF,17,248
Rafa Mir,FW,13,120
Rafael Czichos,DF,2,23
Rafael Leão,FW,20,125
Rafael Toloi,DF,6,101
Rafal Gikiewicz,GK,0,2
Raffaele Maiello,MF,0,10
Rafinha,DF,8,88
Ragnar Klavan,DF,1,13
Raheem Sterling,FW,65,334
Rajiv van La Parra,FW,3,44
Ralf Fährmann,GK,0,1
Ramy Bensebaini,DF,10,80
Ramón Azeez,MF,2,20
Randal Kolo Muani,FW,9,58
Rani Khedira,MF,6,45
Raphael Framberger,DF,0,2
Raphael Guerreiro,DF,15,112
Raphael Varane,DF,6,58
Rayan Ait Nouri,DF,0,4
Razvan Marin,MF,3,27
Raíllo,DF,1,14
Raúl Albentosa,DF,1,11
Raúl Albiol,DF,5,44
Raúl García,DF,5,69
Raúl Jiménez,FW,30,228
Raúl de Tomás,FW,14,115
Recio,MF,1,60
Reece James,DF,1,53
Reece Oxford,DF,0,6
Reinildo,DF,0,6
Reiss Nelson,FW,8,32
Remi Oudin,FW,14,132
Remi Walter,MF,2,9
Remiro,GK,0,0
Remo Freuler,MF,11,110
Renan Lodi,DF,2,29
Renato Steffen,MF,16,90
Renato Tapia,MF,0,17
Renaud Cohade,MF,1,37
Renaud Emond,FW,2,8
Renaud Ripart,MF,23,185
Rene Krhin,MF,1,17
Rhian Brewster,FW,0,25
Ricardo Pereira,DF,5,50
Ricardo Rodríguez,DF,1,70
Riccardo Gagliolo,DF,5,70
Riccardo Improta,MF,1,35
Riccardo Marchizza,DF,0,7
Riccardo Meggiorini,FW,3,45
Riccardo Montolivo,MF,1,12
Riccardo Orsolini,FW,23,213
Riccardo Saponara,MF,2,45
Riccardo Sottil,MF,2,40
Richarlison,FW,38,347
Rick Karsdorp,DF,1,13
Rick van Drongelen,DF,0,5
Ritsu Doan,MF,5,69
Riyad Mahrez,FW,39,260
Riza Durmisi,DF,2,18
Rob Holding,DF,0,14
Robbie Brady,MF,3,64
Rober,MF,1,8
Rober Correa,DF,0,6
Robert Andrich,MF,6,90
Robert Bauer,DF,0,10
Robert Beric,FW,16,60
Robert Elliot,GK,0,0
Robert Gumny,DF,1,6
Robert Lewandowski,FW,126,544
Robert Skov,DF,5,95
Robert Snodgrass,MF,7,51
Robert Sánchez,GK,0,0
Roberto Firmino,FW,45,340
Roberto Gagliardini,MF,12,98
Roberto Inglese,FW,25,147
Roberto Insigne,MF,2,39
Roberto López,MF,3,14
Roberto Massimo,DF,0,15
Roberto Pereyra,MF,19,139
Roberto Piccoli,FW,5,15
Roberto Rosales,DF,4,46
Roberto Santamaría,GK,0,0
Roberto Soldado,FW,16,62
Roberto Soriano,MF,16,153
Roberto Torres,MF,14,127
Robin Gosens,DF,24,141
Robin Knoche,DF,6,36
Robin Koch,DF,4,68
Robin Le Normand,DF,1,31
Robin Olsen,GK,0,0
Robin Quaison,FW,30,197
Robin Zentner,GK,0,1
Rodri,MF,9,115
Rodrigo,DF,35,260
Rodrigo Battaglia,MF,1,16
Rodrigo Bentancur,MF,2,56
Rodrigo Palacio,FW,19,189
Rodrigo de Paul,MF,29,308
Rodrygo,FW,3,41
Roger,DF,39,200
Rogerio,DF,2,41
Roland Sallai,MF,10,81
Rolando,DF,1,17
Rolando Mandragora,MF,8,170
Romain Amalfitano,MF,1,42
Romain Del Castillo,FW,2,48
Romain Faivre,MF,6,66
Romain Genevois,DF,0,4
Romain Hamouma,FW,15,110
Romain Perraud,DF,3,65
Romain Philippoteaux,FW,7,43
Romain Saiss,DF,7,62
Romain Salin,GK,0,0
Romain Thomas,DF,9,54
Romaine Sawyers,MF,0,4
Roman Bürki,GK,0,0
Romano Schmid,FW,0,18
Romelu Lukaku,FW,75,337
Ron-Robert Zieler,GK,0,0
Ronael Pierre Gabriel,DF,1,14
Ronald Araújo,DF,2,12
Ronaldo Vieira,MF,0,31
Ronny Rodelin,FW,5,135
Roque Mesa,MF,4,81
Ross Barkley,MF,7,119
Rouwen Hennings,FW,22,132
Ruben Aguilar,DF,2,43
Ruben Loftus-Cheek,FW,9,95
Rubén Alcaraz,MF,6,113
Rubén Blanco,GK,0,0
Rubén Duarte,DF,1,65
Rubén García,MF,11,86
Rubén Pardo,MF,1,21
Rubén Peña,DF,5,46
Rubén Pérez,MF,1,48
Rubén Rochina,MF,8,141
Rubén Sobrino,FW,7,56
Ruslan Malinovskiy,FW,16,146
Ryad Boudebouz,MF,4,66
Ryan Babel,FW,5,27
Ryan Bennett,DF,1,15
Ryan Bertrand,DF,2,63
Ryan Fraser,FW,13,122
Ryan Fredericks,DF,1,8
Ryan Sessegnon,DF,4,33
Ryan Shawcross,DF,1,24
Régis Gurtner,GK,0,0
Rémy Cabella,MF,16,142
Rémy Vercoutre,GK,0,0
Rúben Dias,DF,1,14
Rúben Vezo,DF,4,29
Rúnar Alex Rúnarsson,GK,0,0
Sacha Boey,DF,0,11
Sada Thioub,FW,5,72
Sadio Mané,FW,61,328
Said Benrahma,FW,1,35
Saido Berahino,FW,0,10
Saidou Sow,DF,0,2
Saidy Janko,DF,0,8
Saif-Eddine Khaoui,MF,10,99
Salif Sané,DF,8,56
Salih Özcan,MF,0,26
Salomon Kalou,FW,20,97
Salomón Rondón,FW,11,89
Salva Sevilla,MF,5,34
Salvador Ferrer,DF,0,3
Salvatore Molina,MF,1,15
Salvatore Sirigu,GK,0,0
Sam Byram,DF,0,15
Sam Clucas,MF,3,18
Sam Johnstone,GK,0,0
Sam Lammers,FW,2,9
Sam Vokes,FW,7,52
Saman Ghoddos,FW,4,43
Sami Khedira,MF,9,31
Samir,DF,6,32
Samu Castillejo,FW,13,142
Samuel Bastien,MF,1,15
Samuel Chukwueze,FW,12,137
Samuel Di Carmine,FW,8,31
Samuel Grandsir,FW,6,82
Samuel Kalu,FW,8,105
Samuel Moutoussamy,MF,2,31
Samuel Souprayen,DF,0,5
Samuel Umtiti,DF,1,9
Samuele Longo,FW,1,10
Sandro,MF,0,13
Sandro Ramírez,FW,9,117
Sandro Tonali,MF,1,38
Sanjin Prcic,MF,1,18
Santi Mina,FW,37,178
Santiago Arias,DF,1,9
Santiago Ascacibar,MF,0,30
Santiago Cazorla,MF,15,80
Santiago Comesaña,MF,1,8
Santiago Cáseres,MF,0,5
Sargis Adamyan,FW,7,44
Sasa Kalajdzic,FW,16,66
Saúl Ñíguez,MF,14,181
Scott Arfield,MF,2,18
Scott Dann,DF,2,31
Scott Malone,DF,0,8
Scott McTominay,MF,9,70
Sead Kolasinac,DF,3,40
Seamus Coleman,DF,2,35
Sean Longstaff,MF,1,40
Sean Morrison,DF,1,34
Sebastiaan Bornauw,DF,7,36
Sebastian Andersson,FW,15,103
Sebastian Griesbeck,MF,0,4
Sebastian Kerk,MF,0,18
Sebastian Langkamp,DF,0,10
Sebastian Prödl,DF,0,8
Sebastian Rode,MF,4,16
Sebastian Rudy,MF,3,65
Sebastian Schonlau,DF,2,12
Sebastian Vasiliadis,MF,1,37
Sebastian Walukiewicz,DF,0,3
Sebastiano Luperto,DF,0,5
Sebastien De Maio,DF,3,33
Sebastián Cristóforo,MF,0,8
Sehrou Guirassy,FW,23,129
Seko Fofana,MF,10,185
Senad Lulic,DF,7,66
Senou Coulibaly,DF,2,5
Sepe Elye Wahi,FW,3,12
Serge Aurier,DF,5,43
Serge Gakpe,FW,3,30
Serge Gnabry,FW,42,267
Sergej Milinkovic-Savic,MF,31,317
Sergi Darder,MF,7,136
Sergi Enrich,FW,14,172
Sergi Guardiola,FW,12,141
Sergi Gómez,DF,1,23
Sergi Palencia,DF,0,7
Sergi Roberto,DF,3,28
Sergio Agüero,FW,58,289
Sergio Asenjo,GK,0,0
Sergio Busquets,MF,3,26
Sergio Canales,MF,25,232
Sergio Córdova,FW,9,52
Sergio Escudero,DF,0,46
Sergio Floccari,FW,7,63
Sergio García,FW,4,74
Sergio Gómez,MF,0,9
Sergio Herrera,GK,0,0
Sergio León,FW,14,119
Sergio Mora,MF,0,6
Sergio Pellissier,FW,5,34
Sergio Postigo,DF,3,21
Sergio Ramos,DF,23,115
Sergio Reguilón,DF,2,48
Sergio Rico,GK,0,0
Sergio Álvarez,GK,0,12
Sergiño Dest,DF,2,14
Seydou Doumbia,FW,2,15
Shane Duffy,DF,6,72
Shane Long,FW,9,95
Sheraldo Becker,FW,3,31
Sheyi Ojo,FW,0,14
Shinji Kagawa,MF,5,24
Shinji Okazaki,MF,7,52
Shkodran Mustafi,DF,5,42
Shon Weissman,FW,6,39
Sidy Sarr,MF,0,21
Silvan Widmer,DF,3,11
Sime Vrsaljko,DF,0,3
Simon Banza,FW,5,35
Simon Falette,DF,1,15
Simon Francis,DF,0,19
Simon Kjaer,DF,2,29
Simon Mignolet,GK,0,0
Simon Terodde,FW,10,79
Simon Zoller,MF,2,9
Simone Bastoni,DF,1,21
Simone Calvano,MF,0,5
Simone Iacoponi,DF,2,21
Simone Missiroli,MF,2,51
Simone Padoin,DF,1,19
Simone Verdi,MF,16,207
Simone Zaza,FW,30,234
Sinaly Diomande,DF,0,16
Sofian Kiyine,MF,0,20
Sofiane Alakouch,DF,1,27
Sofiane Boufal,MF,5,99
Sofiane Diop,MF,7,44
Sofyan Amrabat,MF,1,29
Sol Bamba,DF,4,22
Solly March,DF,4,113
Son,DF,0,8
Son Heung-Min,FW,52,298
Soualiho Meité,MF,4,79
Souleyman Doumbia,DF,0,7
Souleymane Camara,FW,2,19
Stanislav Lobotka,MF,0,27
Steeve Yago,DF,0,0
Stef Peeters,MF,0,17
Stefan Bell,DF,2,37
Stefan Ilsanker,DF,1,21
Stefan Lainer,DF,3,40
Stefan Mitrovic,DF,3,30
Stefan Posch,DF,0,40
Stefan Radu,DF,1,28
Stefan Savic,DF,1,20
Stefan de Vrij,DF,13,64
Stefano Denswil,MF,1,11
Stefano Okaka,FW,19,109
Stefano Sabelli,DF,0,14
Stefano Sensi,MF,4,75
Stefano Sorrentino,GK,0,0
Stefano Sturaro,MF,1,18
Stephan El Shaarawy,FW,18,143
Stephan Lichtsteiner,DF,0,6
Stephen Ward,DF,1,7
Stephy Mavididi,FW,14,56
Stevan Jovetic,FW,14,80
Steve Cook,DF,4,54
Steve Mandanda,GK,0,0
Steve Mounie,FW,18,190
Steven Alzate,MF,1,20
Steven Bergwijn,FW,1,15
Steven Davis,MF,3,13
Steven Defour,MF,1,19
Steven Fortes,DF,0,5
Steven Moreira,DF,0,6
Steven Zuber,DF,6,73
Stipe Perica,FW,1,21
Stole Dimitrievski,GK,0,0
Stoppila Sunzu,DF,0,4
Streli Mamba,FW,5,23
Stuart Armstrong,MF,12,132
Stuart Dallas,DF,8,48
Stéphane Bahoken,FW,28,181
Stéphane Ruffier,GK,0,0
Stéphane Sessegnon,MF,1,20
Suat Serdar,MF,12,137
Suk Hyun-Jun,FW,3,21
Suso,FW,17,251
Sven Bender,DF,4,51
Sven Botman,DF,0,16
Sven Michel,FW,5,42
Sven Schipplock,FW,1,16
Sven Ulreich,GK,0,0
Sébastien Corchia,DF,0,21
Sébastien Haller,FW,34,177
Taiwo Awoniyi,FW,5,29
Takashi Inui,FW,10,169
Takashi Usami,FW,1,27
Takefusa Kubo,MF,5,78
Takehiro Tomiyasu,DF,3,35
Takuma Asano,FW,1,17
Tammy Abraham,FW,26,162
Tana,MF,1,14
Tanguy Coulibaly,DF,2,25
Tatsuya Ito,MF,0,12
Teemu Pukki,FW,11,80
Tejero,DF,0,6
Terence Kongolo,DF,1,14
Theo Hernández,DF,14,122
Theo Valls,MF,1,46
Theo Walcott,FW,10,102
Theodor Gebre Selassie,DF,11,76
Thiago Alcántara,MF,8,87
Thiago Maia,MF,0,17
Thiago Mendes,MF,3,126
Thiago Motta,MF,1,7
Thiago Silva,DF,3,42
Thibaut Courtois,GK,0,2
Thierry Ambrose,FW,0,42
Thierry Correia,DF,1,8
Thilo Kehrer,DF,3,17
Thomas Delaine,DF,3,24
Thomas Delaney,MF,7,96
Thomas Foket,DF,0,16
Thomas Heurtaux,DF,0,1
Thomas Lemar,MF,5,107
Thomas Mangani,MF,10,111
Thomas Meunier,DF,8,46
Thomas Monconduit,MF,3,76
Thomas Müller,MF,33,210
Thomas Ouwejan,DF,0,6
Thomas Partey,MF,9,116
Thomas Strakosha,GK,0,0
Thorgan Hazard,FW,28,223
Théo Pellenard,DF,0,1
Tiago Djaló,DF,0,2
Tiemoué Bakayoko,MF,6,105
Tim Kleindienst,FW,2,44
Tim Krul,GK,0,0
Tim Leibold,DF,0,28
Tim Ream,DF,0,1
Timo Baumgartl,DF,1,12
Timo Becker,DF,0,5
Timo Horn,GK,0,1
Timo Werner,FW,63,405
Timothy Castagne,DF,7,53
Timothy Chandler,DF,8,49
Timothy Fosu-Mensah,DF,0,8
Timothy Weah,FW,3,24
Timothée Kolodziejczak,DF,3,29
Tin Jedvaj,DF,2,23
Tinotenda Kadewere,FW,10,61
Tobias Strobl,MF,0,13
Toby Alderweireld,DF,3,44
Todd Cantwell,FW,6,42
Tolgay Arslan,MF,3,22
Tom Cairney,MF,1,24
Tom Carroll,MF,0,20
Tom Cleverley,MF,2,33
Tom Davies,MF,3,52
Tom Heaton,GK,0,1
Tom Ince,MF,2,70
Tom Trybull,MF,0,11
Tomas Koubek,GK,0,0
Tomer Hemed,FW,2,17
Tommaso Augello,DF,1,8
Tommaso Pobega,MF,6,22
Tommy Smith,DF,0,11
Tomás Rincón,MF,6,89
Tomás Vaclik,GK,0,0
Toni Kroos,MF,12,162
Toni Lato,DF,1,2
Tony Jantschke,DF,0,4
Tony Mauricio,MF,0,14
Tosin Adarabioyo,DF,0,18
Toño,DF,1,16
Trent Alexander-Arnold,DF,8,141
Trevoh Chalobah,DF,2,14
Trincão,FW,3,23
Tristan Dingome,MF,1,17
Troy Deeney,FW,24,145
Trézéguet,FW,8,85
Tuta,DF,0,4
Tyler Adams,DF,1,7
Tyler Roberts,MF,1,26
Tyrick Mitchell,DF,1,2
Tyrone Mings,DF,4,27
Téji Savanier,MF,17,154
Törles Knöll,FW,1,7
Umut Bozok,FW,2,30
Unai Bustinza,DF,2,27
Unai García,DF,0,5
Unai López,MF,4,53
Unai Núñez,DF,2,40
Unai Simón,GK,0,0
Unai Vencedor,MF,0,9
Uwe Hünemeier,DF,1,12
Valentin Eysseric,MF,3,28
Valentin Rongier,MF,6,158
Valentin Rosier,DF,0,29
Valentin Vada,MF,2,12
Valentino Lazaro,MF,7,53
Valerio Verre,MF,6,71
Valon Behrami,MF,2,27
Valon Berisha,MF,0,21
Valter Birsa,MF,5,76
Valère Germain,FW,22,143
Vasilis Torosidis,DF,0,2
Vedad Ibisevic,FW,23,119
Vedat Muriqi,FW,1,31
Vicente Guaita,GK,0,0
Vicente Iborra,MF,7,53
Victor Lindelöf,DF,3,19
Victor Moses,DF,3,35
Victor Osimhen,FW,23,152
Victor Wanyama,MF,1,11
Vincent Bessat,DF,0,17
Vincent Koziello,MF,0,4
Vincent Laurini,DF,0,4
Vincent Le Goff,DF,0,8
Vincent Manceau,DF,1,46
Vincent Pajot,MF,2,20
Vincenzo Grifo,MF,20,175
Vinícius Júnior,FW,8,120
Virgil Misidjan,FW,1,23
Virgil van Dijk,DF,9,62
Vitinha,MF,0,8
Vitolo,MF,3,24
Vitorino Antunes,DF,1,59
Vittorio Parigini,MF,0,30
Vlad Chiriches,DF,2,12
Vladimir Coufal,DF,0,15
Vladimir Darida,MF,4,95
Vladimir Golemic,DF,2,6
Vukasin Jovanovic,DF,0,5
Vágner,FW,4,20
Víctor Camarasa,MF,6,71
Víctor Campuzano,FW,0,16
Víctor Díaz,DF,1,21
Víctor Laguardia,DF,4,41
Víctor Rodríguez,MF,0,0
Víctor Ruiz,DF,4,17
Víctor Sánchez,MF,0,35
Wahbi Khazri,FW,32,236
Walace,MF,2,65
Waldemar Anton,DF,2,58
Waldo Rubio,MF,0,17
Wallace,DF,0,10
Walter Benítez,GK,0,0
Warren Tchimbembé,MF,0,6
Wataru Endo,MF,3,28
Wayne Hennessey,GK,0,0
Wayne Routledge,MF,0,5
Wendell,DF,4,42
Wes Morgan,DF,3,26
Wesley,FW,5,36
Wesley Fofana,DF,0,11
Wesley Hoedt,DF,0,17
Wesley Lautoa,MF,0,33
Wesley Said,FW,15,133
Weston McKennie,MF,9,94
Wilfred Ndidi,MF,5,138
Wilfried Bony,FW,2,19
Wilfried Zaha,FW,34,258
Will Hughes,MF,5,70
William,DF,3,49
William Carvalho,MF,2,25
William Saliba,DF,1,10
William Troost-Ekong,DF,0,14
Willian,FW,19,207
Winston Reid,DF,0,5
Wissam Ben Yedder,FW,65,271
Wojciech Szczesny,GK,0,0
Wout Faes,DF,1,11
Wout Weghorst,FW,53,252
Wylan Cyprien,MF,13,131
Xabi Prieto,MF,3,16
Xaver Schlager,MF,3,81
Xavier Chavalerin,MF,3,63
Xavier Quintillá,DF,0,3
Xeka,MF,5,95
Xherdan Shaqiri,FW,14,95
Ximo Navarro,DF,3,33
Yacine Adli,MF,5,41
Yacine Bammou,MF,5,39
Yan Valery,DF,2,6
Yangel Herrera,MF,5,80
Yann Karamoh,FW,6,78
Yann Sommer,GK,0,0
Yannick Bolasie,FW,1,19
Yannick Cahuzac,MF,2,15
Yannick Carrasco,MF,10,85
Yannick Gerhardt,MF,7,86
Yannis Salibur,FW,4,88
Yassin Benrahou,MF,0,18
Yassine Benzia,MF,1,29
Yassine El Ghanassy,FW,0,13
Yaya Sanogo,FW,12,121
Yeray Álvarez,DF,1,33
Yeremi Pino,FW,3,13
Yerry Mina,DF,4,47
Yevhen Konoplyanka,FW,4,54
Yoane Wissa,FW,10,59
Yoann Andreu,DF,0,5
Yoann Court,FW,3,33
Yoel Armougom,DF,0,11
Yohan Cabaye,MF,0,49
Yordan Osorio,DF,0,7
Yoshinori Muto,FW,10,65
Youcef Atal,DF,7,44
Younousse Sankhare,MF,8,57
Youri Tielemans,MF,14,163
Youssef Ait Bennasser,MF,0,23
Youssef En-Nesyri,FW,39,257
Youssouf Fofana,MF,2,48
Youssouf Kone,DF,0,5
Youssouf Sabaly,DF,1,35
Yunis Abdelhamid,DF,6,53
Yunus Malli,FW,6,63
Yunus Musah,MF,1,7
Yuri,DF,3,26
Yusuf Yazici,FW,8,65
Yuto Nagatomo,DF,0,4
Yuya Kubo,FW,1,29
Yuya Osako,FW,15,118
Yvan Neyou,MF,1,30
Yves Bissouma,MF,4,130
Zack Steffen,GK,0,0
Zakaria Bakkali,FW,0,25
Zaldúa,DF,2,24
Zan Majer,MF,1,19
Zaydou Youssef,MF,1,23
Zinedine Ferhat,FW,9,106
Zlatan Ibrahimovic,FW,25,146
Zlatko Junuzovic,MF,2,42
Zouhair Feddal,DF,5,31
Ádám Szalai,FW,13,138
Álex Fernández,MF,4,10
Álex Gallar,MF,4,27
Álex Moreno,DF,1,61
Álvaro Fernández,GK,0,1
Álvaro García,FW,4,27
Álvaro González,DF,3,58
Álvaro Medrán,MF,5,42
Álvaro Morata,FW,45,269
Álvaro Negredo,FW,8,47
Álvaro Odriozola,DF,0,8
Álvaro Vadillo,FW,3,17
Ángel,FW,18,106
Ángel Correa,FW,9,52
Ángel Di María,FW,36,330
Éder,FW,3,27
Étienne Didot,MF,3,37
Éver Banega,MF,9,109
Íñigo Lekue,DF,0,20
Óliver Torres,MF,3,26
Óscar Duarte,DF,1,7
Óscar Melendo,MF,1,20
Óscar Mingueza,DF,2,12
Óscar Plano,MF,12,124
Óscar Rodríguez,MF,13,133
Óscar Trejo,MF,1,20
Ömer Toprak,DF,2,23
